PassengerId,Survived_pred,Probability
1019,1,0.6083345154201538
1020,0,0.14741103762801247
1021,0,0.1320794683401871
1022,0,0.13806445707178744
1023,0,0.28524003880428656
1024,0,0.17883907376868052
1025,0,0.10109659211462538
1026,0,0.11282437466914638
1027,0,0.1320794683401871
1028,0,0.17989628141752992
1029,0,0.14108720215423481
1030,0,0.4816637581920475
1031,0,0.03149160781801947
1032,0,0.11209373662420197
1033,1,0.9186358740812816
1034,0,0.3327564249021221
1035,0,0.16297363674464796
1036,0,0.27527197205179205
1037,0,0.2433436966481341
1038,0,0.1892688645853787
1039,0,0.1320794683401871
1040,0,0.26516895760365455
1041,0,0.16297363674464796
1042,1,0.9510181173238349
1043,0,0.164299952214519
1044,0,0.09060279625221582
1045,0,0.4675924462225956
1046,0,0.04604320824168813
1047,0,0.1320794683401871
1048,1,0.9147231800916381
1049,0,0.4816637581920475
1050,0,0.27527197205179205
1051,0,0.4816637581920475
1052,1,0.6886156829579528
1053,0,0.4784584987995631
1054,1,0.8843848657523254
1055,0,0.2498581931322801
1056,0,0.14741103762801247
1057,1,0.5241422758979405
1058,0,0.20519921518846665
1059,0,0.12731635781857623
1060,1,0.9425037200385997
1061,0,0.4816637581920475
1062,0,0.1320794683401871
1063,0,0.17989628141752992
1064,0,0.1320794683401871
1065,0,0.164299952214519
1066,0,0.047855008261166204
1067,1,0.9006660911278691
1068,1,0.9006660911278691
1069,1,0.5277498574906345
1070,1,0.905156882390714
1071,1,0.9176752739318739
1072,0,0.14108720215423481
1073,0,0.37504827546960867
1074,1,0.9600584417195793
1075,0,0.15965592217537133
1076,1,0.9449975217516906
1077,0,0.170084210076233
1078,1,0.9006660911278691
1079,0,0.12357688077645969
1080,0,0.17160441594735118
1081,0,0.14741103762801247
1082,0,0.170084210076233
1083,0,0.26516895760365455
1084,0,0.256363820959439
1085,0,0.14933250424127528
1086,0,0.43970616933742895
1087,0,0.12574338836080867
1088,1,0.8882670269615663
1089,0,0.4816637581920475
1090,0,0.14108720215423481
1091,0,0.4816637581920475
1092,1,0.6263537764750985
1093,1,0.8291022730166008
1094,0,0.3327564249021221
1095,1,0.9522717875414838
1096,0,0.14108720215423481
1097,0,0.24242352319012736
1098,1,0.559445739019254
1099,0,0.14108720215423481
1100,1,0.9425037200385997
1101,0,0.1320794683401871
1102,0,0.15956909641770528
1103,0,0.1320794683401871
1104,0,0.2156637651194502
1105,1,0.8996225737866563
1106,1,0.6136955814108821
1107,0,0.19725633566379597
1108,1,0.5857889141636947
1109,0,0.30831434732223273
1110,1,0.9353197296171123
1111,0,0.1320794683401871
1112,1,0.9165359311255311
1113,0,0.1320794683401871
1114,1,0.8843848657523254
1115,0,0.1320794683401871
1116,1,0.9390018228731035
1117,1,0.5497246008883658
1118,0,0.1320794683401871
1119,1,0.5857889141636947
1120,0,0.09591589201314445
1121,0,0.14741103762801247
1122,0,0.2156637651194502
1123,1,0.9194768422552557
1124,0,0.08833167902277453
1125,0,0.15965592217537133
1126,0,0.37504827546960867
1127,0,0.1320794683401871
1128,0,0.2776788710160384
1129,0,0.17989628141752992
1130,1,0.8843848657523254
1131,1,0.942335018564376
1132,1,0.9390018228731035
1133,1,0.8996225737866563
1134,0,0.36043748772678574
1135,0,0.1320794683401871
1136,0,0.13603630036906403
1137,0,0.19725633566379597
1138,1,0.9006660911278691
1139,0,0.170084210076233
1140,1,0.9006660911278691
1141,1,0.5497246008883658
1142,1,0.9809999238446725
1143,0,0.1320794683401871
1144,0,0.3720639587254681
1145,0,0.1320794683401871
1146,0,0.13806445707178744
1147,0,0.1320794683401871
1148,0,0.15965592217537133
1149,0,0.1320794683401871
1150,1,0.8843848657523254
1151,0,0.1320794683401871
1152,0,0.14565322084103724
1153,0,0.1320794683401871
1154,1,0.9006660911278691
1155,1,0.8443510999885949
1156,0,0.16208641299666043
1157,0,0.1320794683401871
1158,0,0.12736668224819536
1159,0,0.1320794683401871
1160,0,0.4816637581920475
1161,0,0.1320794683401871
1162,0,0.36043748772678574
1163,0,0.15965592217537133
1164,1,0.9449975217516906
1165,1,0.6263537764750985
1166,0,0.164299952214519
1167,1,0.9006660911278691
1168,0,0.14108720215423481
1169,0,0.170084210076233
1170,0,0.16297363674464796
1171,0,0.14108720215423481
1172,0,0.4816637581920475
1173,1,0.8532745719269313
1174,1,0.5857889141636947
1175,1,0.7138195159059911
1176,1,0.6833300565546945
1177,0,0.12574338836080867
1178,0,0.1320794683401871
1179,0,0.33757412924320196
1180,0,0.164299952214519
1181,0,0.1320794683401871
1182,0,0.21390227475520515
1183,0,0.36743763284286174
1184,0,0.164299952214519
1185,0,0.334982924348603
1186,0,0.12574338836080867
1187,0,0.1320794683401871
1188,1,0.9778262565090758
1189,0,0.17757809932728225
1190,0,0.1892688645853787
1191,0,0.1320794683401871
1192,0,0.13806445707178744
1193,0,0.13895154263039144
1194,0,0.170084210076233
1195,0,0.1320794683401871
1196,1,0.5857889141636947
1197,1,0.8850464231229473
1198,0,0.310795671639548
1199,1,0.8532745719269313
1200,0,0.334982924348603
1201,0,0.3782510227565496
1202,0,0.1320794683401871
1203,0,0.17989628141752992
1204,0,0.1320794683401871
1205,1,0.559445739019254
1206,1,0.9353197296171123
1207,1,0.6886156829579528
1208,0,0.3327564249021221
1209,0,0.14108720215423481
1210,0,0.1320794683401871
1211,0,0.15283245319647748
1212,0,0.1320794683401871
1213,0,0.17989628141752992
1214,0,0.14108720215423481
1215,0,0.27527197205179205
1216,1,0.9186358740812816
1217,0,0.1320794683401871
1218,1,0.9092036313783673
1219,0,0.36043748772678574
1220,0,0.16297363674464796
1221,0,0.14108720215423481
1222,1,0.8996225737866563
1223,0,0.2982239705448304
1224,0,0.164299952214519
1225,1,0.6593381059353655
1226,0,0.1320794683401871
1227,0,0.26516895760365455
1228,0,0.14741103762801247
1229,0,0.15004516127010264
1230,0,0.16297363674464796
1231,0,0.164299952214519
1232,0,0.14108720215423481
1233,0,0.13806445707178744
1234,0,0.07828518399926648
1235,1,0.9681025064528479
1236,0,0.1126517281987775
1237,1,0.59235121860421
1238,0,0.14108720215423481
1239,1,0.6726508253466769
1240,0,0.14108720215423481
1241,1,0.905156882390714
1242,1,0.942335018564376
1243,0,0.14108720215423481
1244,0,0.2156637651194502
1245,0,0.2137064457181882
1246,1,0.8624898978189546
1247,0,0.2629129463221869
1248,1,0.9156751331098307
1249,0,0.1320794683401871
1250,0,0.15965592217537133
1251,1,0.5241422758979405
1252,0,0.05427772800129099
1253,1,0.9355794173332121
1254,1,0.905156882390714
1255,0,0.1320794683401871
1256,1,0.9746836386309705
1257,0,0.19162310045836528
1258,0,0.14090226798029137
1259,0,0.3834843280363136
1260,1,0.942335018564376
1261,0,0.16208641299666043
1262,0,0.14108720215423481
1263,1,0.9456566319973705
1264,0,0.12608190934588678
1265,0,0.14741103762801247
1266,1,0.9229690027193991
1267,1,0.9353197296171123
1268,0,0.4626529393535589
1269,0,0.14108720215423481
1270,0,0.18749383480291715
1271,0,0.2221646739079021
1272,0,0.15965592217537133
1273,0,0.15965592217537133
1274,0,0.4366871732808257
1275,1,0.5241422758979405
1276,0,0.14108720215423481
1277,1,0.9058841480250458
1278,0,0.1320794683401871
1279,0,0.13968618219632553
1280,0,0.15965592217537133
1281,0,0.24653822734399855
1282,0,0.33757412924320196
1283,1,0.8948588201127994
1284,0,0.17695973075737334
1285,0,0.13968618219632553
1286,0,0.05239615208030004
1287,1,0.9237903725648697
1288,0,0.15965592217537133
1289,1,0.942335018564376
1290,0,0.1320794683401871
1291,0,0.15965592217537133
1292,1,0.9147231800916381
1293,0,0.170084210076233
1294,1,0.9510181173238349
1295,0,0.1892688645853787
1296,0,0.2982239705448304
1297,0,0.17751725352593384
1298,0,0.14108720215423481
1299,0,0.3327564249021221
1300,1,0.6886156829579528
1301,1,0.7361064252333733
1302,1,0.5857889141636947
1303,1,0.9438713003950854
1304,0,0.4816637581920475
1305,0,0.1320794683401871
1306,1,0.9456566319973705
1307,0,0.12574338836080867
1308,0,0.1320794683401871
1309,0,0.18899496459827875
